ID,Время создания,Время изменения,Ваш пол,Сколько вам лет?,"Укажите тип населённого пункта, в котором вы проживаете.",Источник ответов,Кого бы вы НЕ хотели видеть своим соседом? / Наркозависимого,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой расы,Кого бы вы НЕ хотели видеть своим соседом? / Гомосексуала,Кого бы вы НЕ хотели видеть своим соседом? / Иммигранта,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой религии,Кого бы вы НЕ хотели видеть своим соседом? / Не против любого из перечисленных,"Согласны ли вы с утверждением: В целом, из мужчин получаются более хорошие политические лидеры, чем из женщин?","Согласны ли вы с утверждением: Гомосексуальные пары такие же хорошие родители, как и другие пары?",Согласны ли вы с утверждением: Религия играет важную роль в моей жизни.,Могли бы вы посетить несанкционированный политический митинг?,Доверяете ли вы Правительству?,Доверяете ли вы полиции?,"Согласны ли вы с утверждением: Среди политических лидеров женщины более компетентны, чем мужчины",Одобряете ли вы деятельность Владимира Путина?,"По вашему мнению, как часто в вашей стране фальсифицируют выборы?","По вашему мнению, какой должна быть иммиграционная политика?",Доверяете ли вы движениям за женские права?,"Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Для мужчины оправдано ударить свою жену","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Гомосексуализм - это норма","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Проституция может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Аборт может быть оправдан","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Родители могут ударить своего ребёнка","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Секс до брака - это норма","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Религия НЕ играет важную роль в моей жизни","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Мужчины лучше справляются с ответственными должностями","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Самоубийство может быть оправдано","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Эвтаназия может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Случайные половые связи могут быть оправданы","За какую партию вы бы проголосовали, если бы выборы были бы завтра?"
1049654245,2022-01-10 12:05:46,2022-01-10 12:05:46,Женский,30-49,малый город (до 50 тыс. жителей),female_30_49,Наркозависимого,Человека другой расы,Гомосексуала,,Человека другой религии,,Скорее не согласен,"Ни согласен, ни несогласен",Абсолютно не согласен,Никогда бы не посетил,Скорее доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,5.0,8.0,10.0,3.0,10.0,10.0,5.0,5.0,10.0,10.0,КПРФ
1049653846,2022-01-10 12:05:22,2022-01-10 12:05:22,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Затрудняюсь ответить,Скорее не согласен,Скорее согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее согласен,Затрудняюсь ответить,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,1.0,5.0,2.0,10.0,2.0,5.0,5.0,5.0,3.0,ЛДПР
1049653833,2022-01-10 12:05:22,2022-01-10 12:05:22,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,Гомосексуала,Иммигранта,Человека другой религии,,Скорее не согласен,Полностью не согласен,Скорее согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Абсолютно не согласен,Затрудняюсь ответить,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,2.0,5.0,3.0,5.0,7.0,5.0,2.0,2.0,4.0,Коммунистическая партия Коммунисты России
1049653743,2022-01-10 12:05:16,2022-01-10 12:05:16,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Полностью не согласен,Скорее согласен,Скорее не согласен,Затрудняюсь ответить,Скорее доверяю,Скорее не доверяю,Скорее согласен,Затрудняюсь ответить,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно доверяю,1.0,5.0,3.0,10.0,7.0,9.0,8.0,1.0,8.0,9.0,9.0,ЛДПР
1049653337,2022-01-10 12:04:50,2022-01-10 12:04:50,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,,Иммигранта,,,Скорее согласен,"Ни согласен, ни несогласен",Абсолютно не согласен,Никогда бы не посетил,Полностью не доверяю,Полностью не доверяю,Скорее не согласен,Не одобряю,Очень часто,Запретить приезжать сюда из других стран,Скорее не доверяю,1.0,3.0,8.0,10.0,9.0,8.0,10.0,8.0,1.0,10.0,7.0,Зелёные
1049653255,2022-01-10 12:04:45,2022-01-10 12:04:45,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Полностью не согласен,Полностью согласен,Абсолютно не согласен,Уже посещал,Полностью не доверяю,Полностью не доверяю,Скорее согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,10.0,6.0,7.0,4.0,10.0,10.0,1.0,7.0,9.0,9.0,КПРФ
1049653132,2022-01-10 12:04:38,2022-01-10 12:04:38,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,Скорее не согласен,Скорее согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Очень часто,Затрудняюсь ответить,Скорее не доверяю,3.0,2.0,2.0,2.0,3.0,9.0,3.0,9.0,6.0,5.0,6.0,КПРФ
1049652850,2022-01-10 12:04:21,2022-01-10 12:04:21,Женский,30-49,малый город (до 50 тыс. жителей),female_30_49,,,,,,Не против любого из перечисленных,Скорее согласен,Скорее согласен,Скорее согласен,Затрудняюсь ответить,Скорее не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Не одобряю,Скорее часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Затрудняюсь ответить,1.0,2.0,3.0,3.0,2.0,10.0,3.0,5.0,2.0,3.0,3.0,КПРФ
1049652759,2022-01-10 12:04:17,2022-01-10 12:04:17,Женский,30-49,посёлок городского типа,female_30_49,Наркозависимого,,,,,,Скорее не согласен,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Полностью не доверяю,Скорее доверяю,Скорее не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,1.0,6.0,1.0,6.0,10.0,6.0,6.0,6.0,6.0,КПРФ
1049652754,2022-01-10 12:04:17,2022-01-10 12:04:17,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,Скорее согласен,Скорее не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,10.0,1.0,10.0,1.0,10.0,10.0,7.0,1.0,1.0,6.0,Партия пенсионеров
1049652448,2022-01-10 12:03:58,2022-01-10 12:03:58,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее не согласен,Скорее не согласен,Скорее не согласен,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,4.0,10.0,2.0,10.0,8.0,1.0,4.0,8.0,4.0,Справедливая Россия - За Правду
1049652222,2022-01-10 12:03:44,2022-01-10 12:03:44,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,1.0,1.0,1.0,3.0,1.0,8.0,6.0,7.0,1.0,1.0,4.0,Партия пенсионеров
1049652150,2022-01-10 12:03:40,2022-01-10 12:03:40,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Полностью не согласен,Полностью согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Затрудняюсь ответить,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,10.0,7.0,8.0,1.0,10.0,5.0,3.0,1.0,5.0,9.0,Единая Россия
1049652001,2022-01-10 12:03:31,2022-01-10 12:03:31,Женский,30-49,посёлок городского типа,female_30_49,Наркозависимого,,,Иммигранта,,,Скорее согласен,Скорее не согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,2.0,2.0,3.0,5.0,8.0,10.0,9.0,2.0,1.0,2.0,Единая Россия
1049651786,2022-01-10 12:03:19,2022-01-10 12:03:19,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Затрудняюсь ответить,Полностью согласен,Затрудняюсь ответить,Никогда бы не посетил,Затрудняюсь ответить,Скорее доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,10.0,7.0,10.0,1.0,10.0,4.0,2.0,1.0,8.0,8.0,КПРФ
1049651720,2022-01-10 12:03:15,2022-01-10 12:03:15,Женский,30-49,сельский населённый пункт,female_30_49,Наркозависимого,,,,,,Скорее согласен,Скорее согласен,Скорее согласен,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не доверяю,Скорее не согласен,Не одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,3.0,5.0,9.0,3.0,9.0,3.0,7.0,1.0,6.0,6.0,Яблоко
1049651677,2022-01-10 12:03:12,2022-01-10 12:03:12,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Затрудняюсь ответить,Затрудняюсь ответить,Абсолютно не согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее не доверяю,Затрудняюсь ответить,Не одобряю,Скорее часто,Затрудняюсь ответить,Затрудняюсь ответить,1.0,4.0,1.0,1.0,1.0,7.0,10.0,4.0,1.0,5.0,5.0,КПРФ
1049651571,2022-01-10 12:03:07,2022-01-10 12:03:07,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,"Ни согласен, ни несогласен",Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,1.0,4.0,1.0,Единая Россия
1049651269,2022-01-10 12:02:52,2022-01-10 12:02:52,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,Гомосексуала,,,,Полностью не согласен,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Не очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее доверяю,1.0,1.0,10.0,10.0,2.0,8.0,4.0,1.0,5.0,9.0,10.0,Зелёные
1049650602,2022-01-10 12:02:17,2022-01-10 12:02:17,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Полностью согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,Единая Россия
1049650490,2022-01-10 12:02:11,2022-01-10 12:02:11,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее не согласен,"Ни согласен, ни несогласен",Скорее не согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Не очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Абсолютно доверяю,1.0,6.0,1.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,Зелёные
1049649663,2022-01-10 12:01:24,2022-01-10 12:01:24,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Затрудняюсь ответить,Скорее доверяю,Скорее не согласен,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,1.0,1.0,1.0,8.0,1.0,6.0,1.0,3.0,1.0,Единая Россия
1049649515,2022-01-10 12:01:16,2022-01-10 12:01:16,Женский,более 50,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,Иммигранта,,,Скорее согласен,Полностью согласен,Скорее согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,4.0,5.0,10.0,4.0,10.0,3.0,9.0,4.0,8.0,10.0,ПАРНАС
1049649449,2022-01-10 12:01:11,2022-01-10 12:01:11,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,Гомосексуала,Иммигранта,,,Скорее согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Абсолютно не согласен,Одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,1.0,8.0,6.0,7.0,3.0,9.0,3.0,9.0,3.0,Справедливая Россия - За Правду
1049649401,2022-01-10 12:01:09,2022-01-10 12:01:09,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее не согласен,Скорее согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,6.0,10.0,1.0,1.0,10.0,5.0,1.0,10.0,10.0,Единая Россия
1049649190,2022-01-10 12:00:56,2022-01-10 12:00:56,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее не согласен,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Затрудняюсь ответить,Скорее доверяю,Скорее согласен,Затрудняюсь ответить,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,5.0,1.0,5.0,8.0,1.0,8.0,9.0,7.0,6.0,5.0,5.0,Зелёные
1049649180,2022-01-10 12:00:56,2022-01-10 12:00:56,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,Иммигранта,,,Скорее не согласен,Скорее согласен,Скорее согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Абсолютно согласен,Затрудняюсь ответить,Скорее часто,Запретить приезжать сюда из других стран,Абсолютно доверяю,1.0,5.0,1.0,10.0,1.0,7.0,5.0,5.0,7.0,10.0,10.0,Справедливая Россия - За Правду
1049648824,2022-01-10 12:00:34,2022-01-10 12:00:34,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,Гомосексуала,Иммигранта,,,Скорее согласен,Полностью не согласен,Скорее не согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,5.0,10.0,6.0,10.0,5.0,7.0,3.0,5.0,6.0,Зелёные
1049648628,2022-01-10 12:00:24,2022-01-10 12:00:24,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Полностью не согласен,Затрудняюсь ответить,Абсолютно не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,6.0,1.0,10.0,1.0,10.0,10.0,6.0,10.0,10.0,6.0,Единая Россия
1049722283,2022-01-10 13:11:58,2022-01-10 13:11:58,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,"Ни согласен, ни несогласен",Абсолютно не согласен,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не согласен,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,5.0,1.0,10.0,1.0,10.0,5.0,6.0,1.0,1.0,4.0,Коммунистическая партия Коммунисты России
1049721361,2022-01-10 13:11:02,2022-01-10 13:11:02,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,Скорее согласен,Скорее не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,1.0,5.0,2.0,10.0,8.0,10.0,1.0,7.0,5.0,ЛДПР
1049720724,2022-01-10 13:10:23,2022-01-10 13:10:23,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,"Ни согласен, ни несогласен",Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Затрудняюсь ответить,Затрудняюсь ответить,Скорее доверяю,1.0,6.0,4.0,9.0,6.0,9.0,1.0,4.0,1.0,6.0,4.0,Единая Россия
1049720316,2022-01-10 13:09:58,2022-01-10 13:09:58,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Полностью не согласен,Скорее не согласен,Абсолютно не согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее не доверяю,Скорее согласен,Затрудняюсь ответить,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,1.0,10.0,1.0,10.0,10.0,1.0,10.0,10.0,10.0,Зелёные
1049720207,2022-01-10 13:09:51,2022-01-10 13:09:51,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Полностью не согласен,Затрудняюсь ответить,Скорее не согласен,Мог бы посетить,Полностью не доверяю,Скорее не доверяю,Затрудняюсь ответить,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,6.0,1.0,10.0,1.0,10.0,8.0,1.0,1.0,3.0,10.0,Гражданская платформа
1049719540,2022-01-10 13:09:08,2022-01-10 13:09:08,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее не согласен,Полностью согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,10.0,3.0,10.0,1.0,10.0,8.0,2.0,7.0,6.0,2.0,Единая Россия
1049718523,2022-01-10 13:08:00,2022-01-10 13:08:00,Женский,30-49,сельский населённый пункт,female_30_49,Наркозависимого,,,,,,Затрудняюсь ответить,Скорее согласен,Абсолютно не согласен,Никогда бы не посетил,Полностью доверяю,Скорее доверяю,Затрудняюсь ответить,Одобряю,Затрудняюсь ответить,Затрудняюсь ответить,Скорее доверяю,1.0,1.0,1.0,3.0,1.0,3.0,10.0,3.0,1.0,1.0,3.0,Единая Россия
1049718238,2022-01-10 13:07:44,2022-01-10 13:07:44,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,Гомосексуала,,,,Затрудняюсь ответить,Полностью не согласен,Абсолютно согласен,Никогда бы не посетил,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Не одобряю,Скорее часто,Затрудняюсь ответить,Затрудняюсь ответить,1.0,1.0,1.0,1.0,2.0,6.0,1.0,5.0,1.0,1.0,1.0,ЛДПР
1049718085,2022-01-10 13:07:35,2022-01-10 13:07:35,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,Гомосексуала,,,,Полностью не согласен,Полностью не согласен,Затрудняюсь ответить,Мог бы посетить,Полностью не доверяю,Скорее не доверяю,Абсолютно не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,Зелёные
1049716721,2022-01-10 13:06:06,2022-01-10 13:06:06,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее не согласен,Скорее согласен,Скорее не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Скорее часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее доверяю,1.0,5.0,2.0,6.0,7.0,10.0,8.0,2.0,5.0,8.0,8.0,Единая Россия
1049716447,2022-01-10 13:05:49,2022-01-10 13:05:49,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,Иммигранта,,,Скорее согласен,Скорее не согласен,Скорее согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,2.0,2.0,2.0,6.0,2.0,6.0,2.0,5.0,5.0,5.0,5.0,Зелёные
1049715862,2022-01-10 13:05:11,2022-01-10 13:05:11,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Абсолютно не согласен,Затрудняюсь ответить,Полностью не доверяю,Скорее не доверяю,Абсолютно не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,9.0,9.0,2.0,8.0,1.0,6.0,5.0,8.0,9.0,ЛДПР
1049714879,2022-01-10 13:04:09,2022-01-10 13:04:09,Женский,30-49,средний город (50-100 тыс. жителей),female_30_49,Наркозависимого,,,Иммигранта,,,Скорее согласен,Скорее согласен,Скорее согласен,Никогда бы не посетил,Затрудняюсь ответить,Затрудняюсь ответить,Скорее согласен,Затрудняюсь ответить,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,2.0,9.0,2.0,5.0,3.0,8.0,3.0,2.0,2.0,2.0,6.0,Справедливая Россия - За Правду
1049714662,2022-01-10 13:03:57,2022-01-10 13:03:57,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее не согласен,Скорее не согласен,Скорее не согласен,Никогда бы не посетил,Скорее не доверяю,Полностью не доверяю,Скорее не согласен,Затрудняюсь ответить,Очень часто,Затрудняюсь ответить,Скорее не доверяю,1.0,2.0,4.0,4.0,4.0,9.0,6.0,2.0,4.0,5.0,4.0,Коммунистическая партия Коммунисты России
1049714532,2022-01-10 13:03:49,2022-01-10 13:03:49,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее не согласен,Скорее согласен,Скорее не согласен,Мог бы посетить,Полностью не доверяю,Скорее доверяю,Скорее не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,8.0,4.0,10.0,9.0,10.0,6.0,6.0,1.0,6.0,10.0,КПРФ
1049713691,2022-01-10 13:02:56,2022-01-10 13:02:56,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее не согласен,Скорее согласен,Скорее не согласен,Затрудняюсь ответить,Скорее не доверяю,Полностью не доверяю,Скорее согласен,Одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,4.0,1.0,10.0,2.0,8.0,4.0,5.0,3.0,9.0,7.0,ЛДПР
1049713491,2022-01-10 13:02:45,2022-01-10 13:02:45,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее не согласен,Скорее согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,3.0,1.0,3.0,3.0,3.0,4.0,4.0,7.0,3.0,3.0,1.0,Единая Россия
1049713252,2022-01-10 13:02:30,2022-01-10 13:02:30,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Полностью не согласен,Скорее согласен,Абсолютно не согласен,Мог бы посетить,Полностью не доверяю,Полностью не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее доверяю,1.0,10.0,8.0,9.0,3.0,10.0,10.0,1.0,8.0,10.0,6.0,КПРФ
1049712156,2022-01-10 13:01:19,2022-01-10 13:01:19,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Скорее согласен,Затрудняюсь ответить,Полностью не доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,1.0,3.0,10.0,1.0,10.0,1.0,1.0,2.0,8.0,2.0,Яблоко
1049710281,2022-01-10 12:59:24,2022-01-10 12:59:24,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,,,,,,Не против любого из перечисленных,Скорее не согласен,Скорее не согласен,Скорее не согласен,Мог бы посетить,Полностью не доверяю,Скорее не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Скорее часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее доверяю,1.0,4.0,2.0,5.0,2.0,9.0,7.0,3.0,1.0,3.0,6.0,Зелёные
1049708998,2022-01-10 12:58:07,2022-01-10 12:58:07,Женский,30-49,крупный город (свыше 500 тыс. жителей),female_30_49,,,,,,Не против любого из перечисленных,Затрудняюсь ответить,Полностью согласен,Абсолютно не согласен,Никогда бы не посетил,Затрудняюсь ответить,Скорее не доверяю,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Скорее доверяю,1.0,9.0,4.0,10.0,2.0,10.0,10.0,3.0,6.0,7.0,10.0,Справедливая Россия - За Правду
