ID,Время создания,Время изменения,Ваш пол,Сколько вам лет?,"Укажите тип населённого пункта, в котором вы проживаете.",Источник ответов,Кого бы вы НЕ хотели видеть своим соседом? / Наркозависимого,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой расы,Кого бы вы НЕ хотели видеть своим соседом? / Гомосексуала,Кого бы вы НЕ хотели видеть своим соседом? / Иммигранта,Кого бы вы НЕ хотели видеть своим соседом? / Человека другой религии,Кого бы вы НЕ хотели видеть своим соседом? / Не против любого из перечисленных,"Согласны ли вы с утверждением: В целом, из мужчин получаются более хорошие политические лидеры, чем из женщин?","Согласны ли вы с утверждением: Гомосексуальные пары такие же хорошие родители, как и другие пары?",Согласны ли вы с утверждением: Религия играет важную роль в моей жизни.,Могли бы вы посетить несанкционированный политический митинг?,Доверяете ли вы Правительству?,Доверяете ли вы полиции?,"Согласны ли вы с утверждением: Среди политических лидеров женщины более компетентны, чем мужчины",Одобряете ли вы деятельность Владимира Путина?,"По вашему мнению, как часто в вашей стране фальсифицируют выборы?","По вашему мнению, какой должна быть иммиграционная политика?",Доверяете ли вы движениям за женские права?,"Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Для мужчины оправдано ударить свою жену","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Гомосексуализм - это норма","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Проституция может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Аборт может быть оправдан","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Родители могут ударить своего ребёнка","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Секс до брака - это норма","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Религия НЕ играет важную роль в моей жизни","""Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен)"""" / Мужчины лучше справляются с ответственными должностями","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Самоубийство может быть оправдано","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Эвтаназия может быть оправдана","Насколько вы согласны с утверждением (1 - полностью НЕ согласен, 
10 - полностью согласен) / Случайные половые связи могут быть оправданы","За какую партию вы бы проголосовали, если бы выборы были бы завтра?",failed_sexism_check,failed_religion_check,invalid_age,invalid_sex,failed_control,Q18: Neighbors: Drug addicts,Q19: Neighbors: People of a different race,Q22: Neighbors: Homosexuals,Q21: Neighbors: Immigrants/foreign workers,Q23: Neighbors: People of a different religion,Q29: Men make better political leaders than women do,Q36: Homosexual couples are as good parents as other couples,Q212: Political action: Joining unofficial strikes,Q71: Confidence: The Government,Q69: Confidence: The Police,Q80: Confidence: The Women´s Movement,Q227: How often in country´s elections: Voters are bribed,Q130: Immigration policy preference,Q223: Which party would you vote for if there were a national election tomorrow,Q189: Justifiable: For a man to beat his wife,Q182: Justifiable: Homosexuality,Q183: Justifiable: Prostitution,Q184: Justifiable: Abortion,Q190: Justifiable: Parents beating children,Q186: Justifiable: Sex before marriage,Q187: Justifiable: Suicide,Q188: Justifiable: Euthanasia,Q193: Justifiable: Having casual sex
1044834360,2022-01-05 15:36:59,2022-01-05 15:36:59,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,,,,,Человека другой религии,,Полностью согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Абсолютно не согласен,Затрудняюсь ответить,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,7.0,10.0,10.0,10.0,7.0,10.0,1.0,5.0,5.0,КПРФ,False,False,False,False,False,2,2,2,2,1,1,5,3,3,3,3,-1,3,0,1.0,1.0,7.0,10.0,10.0,10.0,1.0,5.0,5.0
1044832933,2022-01-05 15:35:32,2022-01-05 15:35:32,Мужской,30-49,малый город (до 50 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,Иммигранта,,,Скорее согласен,Полностью не согласен,Скорее согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,8.0,3.0,1.0,9.0,1.0,5.0,1.0,9.0,3.0,Патриоты России,False,False,False,False,False,1,2,1,1,2,2,5,-1,3,3,2,3,3,0,1.0,1.0,8.0,3.0,1.0,9.0,1.0,9.0,3.0
1044832346,2022-01-05 15:34:58,2022-01-05 15:34:58,Мужской,30-49,сельский населённый пункт,male_30_49,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Абсолютно не согласен,Мог бы посетить,Полностью не доверяю,Полностью не доверяю,Абсолютно не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,6.0,9.0,2.0,10.0,10.0,7.0,7.0,9.0,9.0,Гражданская платформа,False,False,False,False,False,1,2,1,2,2,2,5,2,4,4,4,1,3,0,1.0,1.0,6.0,9.0,2.0,10.0,7.0,9.0,9.0
1044831707,2022-01-05 15:34:18,2022-01-05 15:34:18,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,,,,,,Не против любого из перечисленных,Затрудняюсь ответить,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Затрудняюсь ответить,Скорее доверяю,Затрудняюсь ответить,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,1.0,10.0,10.0,1.0,10.0,10.0,5.0,1.0,10.0,10.0,Единая Россия,False,False,False,False,False,2,2,2,2,2,-1,5,3,-1,2,-1,4,3,1,1.0,1.0,10.0,10.0,1.0,10.0,1.0,10.0,10.0
1044831705,2022-01-05 15:34:18,2022-01-05 15:34:18,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,,,,Полностью согласен,Полностью не согласен,Скорее не согласен,Мог бы посетить,Полностью не доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,3.0,10.0,10.0,5.0,10.0,4.0,10.0,1.0,10.0,8.0,Коммунистическая партия Коммунисты России,False,False,False,False,False,1,2,1,2,2,1,5,2,4,3,3,1,3,0,1.0,3.0,10.0,10.0,5.0,10.0,1.0,10.0,8.0
1044831447,2022-01-05 15:34:04,2022-01-05 15:34:04,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее согласен,Скорее согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее доверяю,Скорее не согласен,Затрудняюсь ответить,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,5.0,4.0,10.0,4.0,10.0,10.0,8.0,1.0,9.0,2.0,КПРФ,False,False,False,False,False,1,2,2,2,2,2,2,3,3,2,3,-1,3,0,1.0,5.0,4.0,10.0,4.0,10.0,1.0,9.0,2.0
1044831238,2022-01-05 15:33:53,2022-01-05 15:33:53,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее согласен,Затрудняюсь ответить,Скорее не согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее не доверяю,4.0,1.0,5.0,7.0,7.0,6.0,8.0,6.0,3.0,8.0,5.0,ЛДПР,False,False,False,False,False,1,2,2,2,2,2,-1,-1,3,3,3,2,2,0,4.0,1.0,5.0,7.0,7.0,6.0,3.0,8.0,5.0
1044831058,2022-01-05 15:33:42,2022-01-05 15:33:42,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Абсолютно согласен,Мог бы посетить,Скорее доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,6.0,6.0,3.0,6.0,1.0,9.0,3.0,9.0,6.0,Справедливая Россия - За Правду,False,False,False,False,False,1,2,2,2,2,2,5,2,2,3,2,1,3,0,1.0,1.0,6.0,6.0,3.0,6.0,3.0,9.0,6.0
1044830089,2022-01-05 15:32:42,2022-01-05 15:32:42,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,,Человека другой расы,,,Человека другой религии,,Скорее согласен,Полностью не согласен,Скорее согласен,Мог бы посетить,Полностью не доверяю,Полностью не доверяю,Скорее согласен,Не одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,4.0,1.0,5.0,7.0,5.0,8.0,5.0,7.0,5.0,5.0,7.0,Справедливая Россия - За Правду,False,False,False,False,False,2,1,2,2,1,2,5,2,4,4,3,2,3,0,4.0,1.0,5.0,7.0,5.0,8.0,5.0,5.0,7.0
1044830056,2022-01-05 15:32:40,2022-01-05 15:32:40,Мужской,30-49,посёлок городского типа,male_30_49,Наркозависимого,,Гомосексуала,Иммигранта,,,Скорее согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,3.0,1.0,5.0,3.0,5.0,3.0,8.0,10.0,2.0,5.0,5.0,КПРФ,False,False,False,False,False,1,2,1,1,2,2,5,3,2,2,3,2,3,0,3.0,1.0,5.0,3.0,5.0,3.0,2.0,5.0,5.0
1044829946,2022-01-05 15:32:34,2022-01-05 15:32:34,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Абсолютно не согласен,Мог бы посетить,Скорее доверяю,Скорее доверяю,Скорее не согласен,Затрудняюсь ответить,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,1.0,6.0,5.0,7.0,10.0,8.0,5.0,7.0,6.0,Единая Россия,False,False,False,False,False,1,2,2,2,2,2,5,2,2,2,4,3,3,1,1.0,1.0,1.0,6.0,5.0,7.0,5.0,7.0,6.0
1044829737,2022-01-05 15:32:23,2022-01-05 15:32:23,Мужской,30-49,посёлок городского типа,male_30_49,Наркозависимого,,,,,,Скорее согласен,Затрудняюсь ответить,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Затрудняюсь ответить,Одобряю,Затрудняюсь ответить,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,3.0,5.0,3.0,7.0,8.0,5.0,1.0,3.0,7.0,Единая Россия,True,False,False,False,True,1,2,2,2,2,2,-1,3,2,2,4,-1,3,1,1.0,1.0,3.0,5.0,3.0,7.0,1.0,3.0,7.0
1044794321,2022-01-05 14:55:33,2022-01-05 14:55:33,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,,,,,Полностью согласен,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Абсолютно не согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,4.0,8.0,6.0,10.0,10.0,7.0,7.0,7.0,7.0,Единая Россия,False,False,False,False,False,1,2,2,2,2,1,5,3,2,2,4,3,3,1,1.0,1.0,4.0,8.0,6.0,10.0,7.0,7.0,7.0
1044794234,2022-01-05 14:55:27,2022-01-05 14:55:27,Мужской,30-49,сельский населённый пункт,male_30_49,Наркозависимого,,,,,,Полностью согласен,Полностью не согласен,Скорее не согласен,Затрудняюсь ответить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно доверяю,1.0,1.0,1.0,10.0,4.0,9.0,3.0,5.0,1.0,6.0,8.0,ЛДПР,False,False,False,False,False,1,2,2,2,2,1,5,-1,3,3,1,4,3,0,1.0,1.0,1.0,10.0,4.0,9.0,1.0,6.0,8.0
1044794193,2022-01-05 14:55:25,2022-01-05 14:55:25,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,,,,,,Не против любого из перечисленных,Полностью не согласен,Полностью согласен,Абсолютно не согласен,Мог бы посетить,Скорее не доверяю,Скорее доверяю,Абсолютно не согласен,Затрудняюсь ответить,Скорее часто,Затрудняюсь ответить,Скорее доверяю,1.0,9.0,5.0,10.0,2.0,10.0,10.0,1.0,1.0,7.0,8.0,Зелёные,True,False,False,False,True,2,2,2,2,2,4,1,2,3,2,2,2,-1,0,1.0,9.0,5.0,10.0,2.0,10.0,1.0,7.0,8.0
1044794038,2022-01-05 14:55:16,2022-01-05 14:55:16,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Полностью согласен,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Абсолютно не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,3.0,1.0,8.0,9.0,9.0,9.0,9.0,10.0,7.0,9.0,5.0,ЛДПР,False,False,False,False,False,1,2,2,2,2,1,5,3,2,2,4,4,3,0,3.0,1.0,8.0,9.0,9.0,9.0,7.0,9.0,5.0
1044793950,2022-01-05 14:55:10,2022-01-05 14:55:10,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,Иммигранта,,,Скорее согласен,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее доверяю,Скорее не согласен,Затрудняюсь ответить,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,3.0,1.0,3.0,10.0,7.0,8.0,10.0,9.0,5.0,10.0,8.0,Коммунистическая партия Коммунисты России,False,False,False,False,False,1,2,2,1,2,2,5,3,3,2,-1,3,3,0,3.0,1.0,3.0,10.0,7.0,8.0,5.0,10.0,8.0
1044793746,2022-01-05 14:54:58,2022-01-05 14:54:58,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,,,,Полностью согласен,Полностью не согласен,Затрудняюсь ответить,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Затрудняюсь ответить,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,2.0,1.0,5.0,5.0,2.0,3.0,1.0,5.0,4.0,4.0,4.0,Единая Россия,True,True,False,False,True,1,2,1,2,2,1,5,3,2,2,4,4,3,1,2.0,1.0,5.0,5.0,2.0,3.0,4.0,4.0,4.0
1044793416,2022-01-05 14:54:37,2022-01-05 14:54:37,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,Иммигранта,Человека другой религии,,Скорее согласен,"Ни согласен, ни несогласен",Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,2.0,4.0,4.0,7.0,5.0,8.0,10.0,6.0,3.0,8.0,5.0,Справедливая Россия - За Правду,False,False,False,False,False,1,2,2,1,1,2,3,3,3,3,3,1,3,0,2.0,4.0,4.0,7.0,5.0,8.0,3.0,8.0,5.0
1044793370,2022-01-05 14:54:33,2022-01-05 14:54:33,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Полностью согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Полностью не доверяю,Скорее доверяю,Абсолютно не согласен,Не одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,1.0,1.0,2.0,6.0,6.0,8.0,8.0,6.0,1.0,6.0,5.0,Справедливая Россия - За Правду,False,False,False,False,False,1,2,2,2,2,1,5,3,4,2,4,2,3,0,1.0,1.0,2.0,6.0,6.0,8.0,1.0,6.0,5.0
1044793276,2022-01-05 14:54:27,2022-01-05 14:54:28,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,Иммигранта,,,Полностью согласен,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,2.0,1.0,10.0,2.0,3.0,10.0,6.0,9.0,1.0,3.0,10.0,Единая Россия,False,False,False,False,False,1,2,1,1,2,1,5,3,2,2,3,4,3,1,2.0,1.0,10.0,2.0,3.0,10.0,1.0,3.0,10.0
1044793255,2022-01-05 14:54:26,2022-01-05 14:54:26,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,,,,,,Не против любого из перечисленных,Полностью согласен,"Ни согласен, ни несогласен",Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Абсолютно не согласен,Не одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,3.0,1.0,5.0,7.0,1.0,8.0,10.0,10.0,6.0,5.0,6.0,Партия пенсионеров,False,False,False,False,False,2,2,2,2,2,1,3,3,3,3,3,4,3,0,3.0,1.0,5.0,7.0,1.0,8.0,6.0,5.0,6.0
1044929378,2022-01-05 17:14:41,2022-01-05 17:14:41,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Скорее согласен,Мог бы посетить,Скорее не доверяю,Полностью не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,3.0,1.0,4.0,5.0,7.0,9.0,5.0,5.0,7.0,5.0,8.0,Справедливая Россия - За Правду,False,False,False,False,False,1,2,1,2,2,2,5,2,3,4,2,1,3,0,3.0,1.0,4.0,5.0,7.0,9.0,7.0,5.0,8.0
1044926658,2022-01-05 17:11:55,2022-01-05 17:11:55,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,,,,,,Не против любого из перечисленных,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,ЛДПР,False,False,False,False,False,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1044926600,2022-01-05 17:11:51,2022-01-05 17:11:51,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее согласен,Скорее не согласен,Скорее согласен,Мог бы посетить,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,2.0,3.0,3.0,3.0,7.0,4.0,8.0,2.0,6.0,3.0,Яблоко,False,False,False,False,False,1,2,2,2,2,2,4,2,3,3,-1,1,3,0,1.0,2.0,3.0,3.0,3.0,7.0,2.0,6.0,3.0
1044924950,2022-01-05 17:10:13,2022-01-05 17:10:13,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее не согласен,Скорее не согласен,Затрудняюсь ответить,Никогда бы не посетил,Скорее доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Совсем не часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Затрудняюсь ответить,1.0,3.0,7.0,7.0,2.0,10.0,5.0,2.0,3.0,8.0,3.0,Единая Россия,False,False,False,False,False,1,2,2,2,2,3,4,3,2,3,-1,4,3,1,1.0,3.0,7.0,7.0,2.0,10.0,3.0,8.0,3.0
1044924031,2022-01-05 17:09:20,2022-01-05 17:09:20,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,,,,Иммигранта,,,Скорее согласен,Полностью не согласен,Скорее не согласен,Мог бы посетить,Полностью не доверяю,Полностью не доверяю,Скорее согласен,Не одобряю,Очень часто,Запретить приезжать сюда из других стран,Затрудняюсь ответить,7.0,1.0,9.0,8.0,7.0,10.0,9.0,8.0,4.0,7.0,8.0,КПРФ,False,False,False,False,False,2,2,2,1,2,2,5,2,4,4,-1,1,4,0,7.0,1.0,9.0,8.0,7.0,10.0,4.0,7.0,8.0
1044918789,2022-01-05 17:04:04,2022-01-05 17:04:04,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Скорее согласен,Мог бы посетить,Скорее доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Абсолютно не доверяю,5.0,1.0,1.0,5.0,8.0,6.0,5.0,8.0,1.0,5.0,1.0,Патриоты России,False,False,False,False,False,1,2,1,2,2,2,5,2,2,3,4,3,3,0,5.0,1.0,1.0,5.0,8.0,6.0,1.0,5.0,1.0
1044917894,2022-01-05 17:03:10,2022-01-05 17:03:10,Мужской,30-49,малый город (до 50 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,,,,Скорее согласен,Полностью не согласен,Скорее согласен,Никогда бы не посетил,Полностью не доверяю,Скорее не доверяю,Скорее согласен,Не одобряю,Очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее доверяю,1.0,1.0,5.0,5.0,1.0,10.0,2.0,5.0,1.0,5.0,10.0,КПРФ,False,False,False,False,False,1,2,1,2,2,2,5,3,4,3,2,1,3,0,1.0,1.0,5.0,5.0,1.0,10.0,1.0,5.0,10.0
1044917633,2022-01-05 17:02:54,2022-01-05 17:02:54,Мужской,30-49,малый город (до 50 тыс. жителей),male_30_49,Наркозависимого,,,,,,Затрудняюсь ответить,Скорее не согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Полностью доверяю,Затрудняюсь ответить,Одобряю,Затрудняюсь ответить,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее доверяю,1.0,1.0,1.0,1.0,1.0,6.0,7.0,6.0,1.0,1.0,1.0,ЛДПР,False,False,False,False,False,1,2,2,2,2,-1,4,3,2,1,2,-1,2,0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0
1044915006,2022-01-05 17:00:12,2022-01-05 17:00:12,Мужской,30-49,малый город (до 50 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее согласен,Полностью не согласен,Скорее не согласен,Мог бы посетить,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,3.0,4.0,3.0,1.0,3.0,7.0,3.0,2.0,2.0,Зелёные,False,False,False,False,False,1,2,2,2,2,2,5,2,-1,-1,3,2,3,0,1.0,1.0,3.0,4.0,3.0,1.0,3.0,2.0,2.0
1044913393,2022-01-05 16:58:30,2022-01-05 16:58:30,Мужской,30-49,малый город (до 50 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,,,,Полностью согласен,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Абсолютно не согласен,Одобряю,Затрудняюсь ответить,Затрудняюсь ответить,Скорее не доверяю,1.0,1.0,1.0,4.0,4.0,5.0,5.0,7.0,1.0,2.0,4.0,Единая Россия,False,False,False,False,False,1,2,1,2,2,1,5,3,2,2,3,-1,-1,1,1.0,1.0,1.0,4.0,4.0,5.0,1.0,2.0,4.0
1044912205,2022-01-05 16:57:18,2022-01-05 16:57:18,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,,,,,Скорее не согласен,Полностью не согласен,Скорее не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Не очень часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,3.0,1.0,3.0,6.0,7.0,6.0,8.0,6.0,5.0,5.0,3.0,ЛДПР,False,False,False,False,False,1,2,2,2,2,3,5,3,3,3,3,3,3,0,3.0,1.0,3.0,6.0,7.0,6.0,5.0,5.0,3.0
1044911642,2022-01-05 16:56:43,2022-01-05 16:56:43,Мужской,30-49,крупный город (свыше 500 тыс. жителей),male_30_49,Наркозависимого,,Гомосексуала,,,,Полностью согласен,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Скорее не согласен,Одобряю,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,1.0,8.0,1.0,10.0,10.0,10.0,5.0,8.0,7.0,Партия пенсионеров,False,False,False,False,False,1,2,1,2,2,1,5,3,3,3,3,2,3,0,1.0,1.0,1.0,8.0,1.0,10.0,5.0,8.0,7.0
1044910478,2022-01-05 16:55:26,2022-01-05 16:55:26,Мужской,30-49,посёлок городского типа,male_30_49,Наркозависимого,,Гомосексуала,,,,Полностью согласен,Полностью не согласен,Абсолютно не согласен,Никогда бы не посетил,Скорее не доверяю,Скорее не доверяю,Абсолютно не согласен,Затрудняюсь ответить,Скорее часто,"Установить жесткие ограничения на количество иностранцев, которые могут сюда приехать",Скорее не доверяю,1.0,1.0,1.0,2.0,4.0,5.0,10.0,8.0,1.0,2.0,2.0,ЛДПР,False,False,False,False,False,1,2,1,2,2,1,5,3,3,3,3,2,3,0,1.0,1.0,1.0,2.0,4.0,5.0,1.0,2.0,2.0
1044910262,2022-01-05 16:55:12,2022-01-05 16:55:12,Мужской,30-49,малый город (до 50 тыс. жителей),male_30_49,Наркозависимого,,,,,,Полностью не согласен,Скорее согласен,Абсолютно не согласен,Затрудняюсь ответить,Полностью не доверяю,Полностью не доверяю,Затрудняюсь ответить,Не одобряю,Очень часто,Мы должны пускать всех желающих,Скорее доверяю,1.0,10.0,5.0,10.0,1.0,10.0,10.0,1.0,5.0,10.0,10.0,КПРФ,True,False,False,False,True,1,2,2,2,2,4,2,-1,4,4,2,1,1,0,1.0,10.0,5.0,10.0,1.0,10.0,5.0,10.0,10.0
1044909871,2022-01-05 16:54:48,2022-01-05 16:54:48,Мужской,30-49,средний город (50-100 тыс. жителей),male_30_49,Наркозависимого,,,,,,Полностью не согласен,Скорее согласен,Скорее не согласен,Никогда бы не посетил,Скорее доверяю,Скорее доверяю,Абсолютно не согласен,Одобряю,Не очень часто,"Пускать всех желающих до тех пор, пока есть рабочие места",Скорее доверяю,1.0,8.0,2.0,3.0,1.0,10.0,2.0,2.0,1.0,3.0,1.0,Зелёные,True,True,False,False,True,1,2,2,2,2,4,2,3,2,2,2,3,2,0,1.0,8.0,2.0,3.0,1.0,10.0,1.0,3.0,1.0
